title,summary,contents
The heavy losses of an elite Russian regiment in Ukraine,"The 331st Guards Parachute Regiment based in Kostroma, Russia, has lost many soldiers in Ukraine.",The heavy losses of an elite Russian regiment in Ukraine By Mark Urban Diplomatic and defence editor Newsnight Published 1 day ago Share Related Topics Russia-Ukraine war Image caption Some of the 39 Russian soldiers from the 331st regiment who are known to have died In any war there are units that distinguish themselves and others that become symbolic of failure. The 331st Guards Parachute Regiment had high hopes of being the first but now represents the disintegration of Russias plan for a quick war. The regiment\s commanding officer Col Sergei Sukharev was killed in Ukraine on 13 March and was posthumously awarded the Hero of the Russian Federation medal. At his funeral deputy defence minister Gen Yuri Sadovenko said the colonel lived for the future for the future of our people a future without Nazism. IMAGE SOURCE GTRK-KOSTROMA Image caption Col Sergei Sukharev commander of the Kostroma 331st regiment was also killed Casualties among Russian forces are not widely reported in Russia itself but using open source material the BBC has pieced together the story of their advance and found that at least 39 other members of the elite 331st regiment have died. The men were part of a column that advanced into Ukraine from Belarus led by Russias airborne forces known by the acronym VDV. Their presence underlined the priority of their objective - advancing on the capital Kyiv. That advance swiftly got drawn into a destructive stalemate in districts on the outskirts of Kyiv which soon became synonymous with the viciousness of the war: Bucha Irpin and Hostomel. Videos that emerged online from these battles showed combat vehicles used by Russian airborne forces with V signs painted onto them. IMAGE SOURCE TWITTER One video we found shows several damaged light armoured vehicles from the VDV abandoned after an attack by Ukrainian special forces. Another shows several vehicles from the Russian airborne forces apparently abandoned. The men in the 331st regarded themselves as the pick of Russia\s army. In a video posted online last May a general tells soldiers of the 331st Parachute Regiment that they are the best of the best. The unit served in the Balkans Chechnya and the 2014 Russian intervention in the Donbas region of Ukraine and regularly took part in Red Square parades in Moscow. The 331st was also a showcase for Russias policy of replacing national service soldiers with contraktniki - professionals under contract. It is understandable why the generals should have given it an important role in the invasion. IMAGE SOURCE VK.COM Image caption A comment on a post mourning Maj Sergei Krylov reads: We are proud of you thank you for supporting peace. Russian hero Major Krylov. RIP - this post is no longer public From early March reports began to circulate of deaths in the 331st. It took time for bodies to be returned to Kostroma the community where it is based 300km north-east of Moscow. As the funerals started an anguished conversation began playing out on social media. Memorial walls on V\Kontakte - the Russian equivalent of Facebook - pledge eternal memory and feature pictures of candles. IMAGE SOURCE VK.COM Image caption The wife of Sergei Lobachyov mourns her reliable loving and caring husband A woman who says she was the wife of Warrant Officer Sergei Lobachyov writes: Seryozha my most reliable loving and caring husband. Now you are in heaven and you will protect us from there! You will always live in our hearts and you will forever be a real hero to me! Although many posts appear to accept Kremlin explanations that the war is being waged against Ukrainian fascists some also display anxiety about the lack of reliable information. IMAGE SOURCE VK.COM Image caption A post mourning Sergey Duganov On the memorial wall for Sergeant Sergei Duganov one woman wrote: Nobody knows anything. The 331st regiment is disappearing. Almost every day photos of our Kostroma boys get published. It sends shivers down my spine. What\s happening? When will this end? When will people stop dying? Her post was followed by another which exclaimed: Kostroma has lost so many young men what a tragedy. Another pleaded: God how many more death notifications shall we receive? Please have mercy on our boys help them survive return them back home to their wives and mothers. I\m begging you! IMAGE SOURCE VK.COM Image caption Yanosh Leonovs partner writes: You are a real hero you are the best father a loved and loving husband a loyal friend and a real fighter. Speaking out about the war in Russia carries great risks but there are hints of a loss of faith in the Kremlin\s arguments for war. On the memorial page for one sergeant a woman asks: Why aren\t children of MPs not on the frontline? The majority of them live in Europe anyway. Ordinary boys are dying for no good reason. Another uses an expletive to describe President Vladimir Putin and goes on to say that by deciding to play war he has sent thousands of guys to die. For the most part though those reacting on social media remain true to the official narrative. IMAGE SOURCE INSTAGRAM Image caption The top Ukrainian comment on a post mourning Ravshan Zhakbayev reads: Everyone who steps on our soil to occupy it will get buried in it. Welcome to hell! A later comment reads: Eternal memory to you our hero our protector. Thanks for all.((( On some V\Kontakte memorial walls Ukrainians have posted comments mocking the dead men. Over 15000 have died already and they will continue on dying as long as they\ll keep on marching on our land. Nobody invited you freaking saviours reads one. Alexander go away you bloody Nazi a Russian responds to another mocking post. Our soldiers are real heroes. Russians have never killed civilians nor children which is something you can\t say about Ukrainians. The fury of those online exchanges is nothing though to the experiences of the VDV forces who have been hit by Ukrainian artillery ambushes and infantry assaults during weeks of bloody combat. In these close-quarter battles they have discovered what earlier VDV units learned in Afghanistan - that armoured vehicles designed to be light enough to be carried on planes do not give much protection from enemy fire. From the roads outside Hostomel airfield to a side street in Bucha or a road junction in Irpin videos taken by Ukrainians have shown burnt out and abandoned vehicles belonging to the airborne group. The BBC is not responsible for the content of external sites. View original tweet on Twitter These scraps of phone footage also speak to a more basic failure. In these shattered neighbourhoods around Kyiv the Russian paratroopers were outmatched by the Ukrainians. And given that the defenders were in many cases simply local defence units or reservists that speaks to a basic failure in the VDVs system of training and recruitment. Ukrainians have latched on to the 331st\s losses making excited claims that the regiment has been wiped out. Ilya Ponamarev a former Russian MP and opposition figure who now lives in Kyiv says people there see the regiment\s fate as a perfect example of karma. During the 2014 fighting in the Donbas the 331st was held responsible by Ukrainians for killing hundreds of Ukrainian soldiers at Ilovaisk in breach of a ceasefire agreement. However while the regiment has suffered considerably Ukrainian claims that they have been wiped out are an exaggeration. It is likely though that the 331st Parachute Regiment may have been withdrawn from Ukraine recently - certainly unidentified elements of the VDV task force to which it belonged were filmed on 29 March pulling back into Belarus. Image caption Photographs of some of the Russian soldiers from the 331 regiment who have died As for the price of failure it mounts daily. At the time of writing BBC Newsnight had compiled a list of 39 named members of the 331st Parachute Regiment killed in Ukraine. But since none of those fatalities is more recent than the 13 March it can be supposed that dozens more will emerge in the coming weeks. Kostroma locals have told us they believe that around 100 members of the regiment may have died. And many families will never receive their loved ones body because it was left behind on the battlefield. Even a conservative projection of the deaths we now know about and their dates suggest that the towns losses in a few weeks in Ukraine already exceed those from the conflicts in Afghanistan and Chechnya. The regiment that set off full of confidence in February has acquired the type of reputation that no soldiers would ever want. Additional research by Maria Jevstafjeva The BBC has so far verified the deaths of 39 soldiers from the 331st regiment: Klim Abramov Cpl Artem Arbuzov Oleg Bedoshvili Capt (Co Cdr) Yurii Borisov Snr Lt Ilya Chernyshev Cpl Yuri Degtaryov Konstantin Dobrynin Sasha Dolkin Sgt Sergei Duganov Kiril Fedoseyev Andrey Kovalevsky Maj Sergei Krylov Stanislav Kutelev Cpl Yanosh Leonov Sgt Alexander Limonov Snr WO Sergei Lobachyo Cpl Ivan Mamzurin Cpl Ilya Martynenko Lt Lev Ovchinnikov Maksim Ovchinnikov Cpl Leonid Panteleyev Maj Oleg Patskalyev Sgt Stanislav Petrutik Sgt Roman Pomelov Snr WO Pavel Rudenko Snr Lt Alexander Shalygin Sgt Nikolai Smirnov Col Sergei Sukharev Maxim Svetlenko Snr Lt Nikolai Symov Daniil Titov Maxim Trokai Ivan Turyev Sgt Maxim Vorotyntsev Capt Alexei Vyshegorodtsev Alexei Yelimov Cpl Artem Yergin Sgt Ravshan Zhakbaev Cpl Danila Zudkov War in Ukraine: More coverage WAR CRIMES: Gruesome evidence on road to Kyiv YOUR QUESTIONS: Could Ukraine win the war? FUEL: Could the world cope without Russian oil? READ MORE: Full coverage of the crisis Related Topics Russia-Ukraine war Russia Ukraine]

Ukraine round-up: Possible war crimes and an attack on Russia,"Day 37 saw Russia accuse Ukraine of bombing an oil facility on its territory, and the BBC witnessed possible evidence of war crimes.",Ukraine round-up: Possible war crimes and an attack on Russia Published 1 day ago Share Related Topics Russia-Ukraine war Media caption Watch: Jeremy Bowen finds bodies on a road Russians occupied outside Kyiv As Russia pulls its forces back from areas around Ukraines capital Kyiv the BBC has seen evidence of potential war crimes on the outskirts of the city. Our correspondent Jeremy Bowen counted 13 bodies on one small stretch of highway where just hours earlier Russian forces had been in control. We know who two of the dead were: a Ukrainian father and mother who had been fleeing to the capital with their daughter and an elderly woman. We know this because their deaths - as he put his hands up in surrender trying desperately to stop Russian forces firing on the car they were travelling in - were caught on camera by a drone. In other places along the road attempts had been made to cover up the bodies. Our correspondent says we dont know what happened to these people but a credible working assumption for any investigation must be that the other dead people were killed by either the tank crew seen in the drone video or other Russian soldiers. The drone footage has been handed to the authorities for investigation. There have been numerous allegations of war crimes made since the start of the invasion in February and both the UN and the International Criminal Court are looking into them. Read Jeremy Bowens full report into what he and his team found here Russia accuses Ukraine of striking oil depot on its territory IMAGE SOURCE RUSSIAN EMERGENCIES MINISTRY/REUTERS Image caption Several fuel tanks are ablaze Russian media report Russia accused Ukraine of being responsible for a huge fire at an oil depot in the Russian city of Belgorod. Russian officials said two Ukrainian military helicopters had crossed the border from Ukraine and fired missiles at the facility. Vyacheslav Gladkov governor of the Russian city of Belgorod some 40km (25 miles) from the border said the early morning rocket attack left eight fuel tanks ablaze. Initial statements from Ukraine would neither confirm nor deny that - but later in the day the secretary of Ukraine\s security council Oleksiy Danilov said the Russian version of events does not correspond to reality. But if it is true that Ukraine mounted the attack our defence correspondent Jonathan Beale notes it would mark the first time that Ukrainian aircraft have flown into Russian airspace to hit a target bringing the war home to Russia. And it isnt impossible: the skills needed - flying low and fast to avoid detection - are ones Ukrainian pilots have been honing in recent years as the country battled separatists in the east. Read more here. Evacuation team fails to reach Mariupol IMAGE SOURCE REUTERS A Red Cross team which had hoped to make it to the besieged city of Mariupol to help with an evacuation effort was forced to turn back after arrangements and conditions made it impossible to proceed. The team of nine from the International Committee of the Red Cross (ICRC) had been hoping to help evacuate some of the thousands of residents still trapped in the coastal city large parts of which have been destroyed in the fighting. The regional governor has accused Russia of breaking a promise to allow a humanitarian corridor out of Mariupol. The ICRC said it will try again on Saturday. It had initially been planned for Thursday. Whats happening in the east? Moscow has begun shifting its attention from the capital and the north in general trying instead to encircle Ukraines forces in the east of the country. Its army is moving south taking control of the city of Izyum and bombarding a succession of towns to the east. Eventually it hopes to move further south still to the town of Slovyansk. But what is it that Russia wants with this region known as the Donbas? On paper at least the aim is to liberate its Russian-speaking majority. The question remains: can Moscows forces defeat the Ukrainian army here and - crucially - do the people of this former coal and steel-producing region want to be liberated? As the BBCs Paul Kirby has been finding out a shared language may not be enough to win the regions loyalty. Read more: Why Russia is trying to encircle Ukraines east Russia not cutting off the gas - yet The row between Europe and Moscow over how to pay for Russian gas continues. However despite 1 April being the first day that all Russian gas must be paid for in roubles and through Russian bank accounts the flow of gas has not been stopped. This is because shipments that have already been paid for are not affected. But anything ordered from today onwards will need to follow the new rules it seems. Read the latest from our business team here. War in Ukraine: More coverage LIVE: Latest updates from Ukraine WAR CRIMES: Gruesome evidence on road to Kyiv YOUR QUESTIONS: Could Ukraine win the war? FUEL: Could the world cope without Russian oil? READ MORE: Full coverage of the crisis]

Ukraine: Why the cartoon Masyanya was banned in Russia,"Masyanya is a YouTube cartoon star in Russia, but her episode on the Ukraine war has been banned.",]

Weekend: Russian troops move out of northern Ukraine,Zelensky: Russian troops are 'noticeably' pulling out of northern Ukraine,Unknown

Ukraine and Belarus: Uneasy Borders,Gabriel Gatehouse reports on Ukraine's northern border with Belarus.,Unknown

BBC OS Conversations: Talking to Ukraine's children,"As the fighting in Ukraine continues, we hear about the psychological effects of war",Unknown

Senedd Cymru - Welsh Parliament: Ukraine Statement,"Statement in the Senedd on Ukraine and on Ukranian refugees, from Tuesday 29 March.",Unknown

The Documentary Podcast: Talking to Ukraine's children,"As the fighting in Ukraine continues, we hear about the psychological effects of war",Unknown

More or Less: Behind the Stats: Will the war in Ukraine cause a global wheat shortage?,How much of the worlds wheat comes from Ukraine and Russia,Unknown

Zelensky spokesman describes heartbreaking scenes in Ukraine,A spokesman for Ukraine's President Zelensky describes the discovery of mass graves.,]

Ukraine: Wrexham man buys £100k house for refugee family,"Jamie Hughes says he felt compelled to help after the ""absolutely devastating"" scenes in Ukraine.",Ukraine: Wrexham man buys £100k house for refugee family Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE RIGHTMOVE Image caption It is hoped Maria and her three sons will be able to move into the property within the next 10 days A man has bought a house for a family who have fled Ukraine. Jamie Hughes purchased the £100000 three-bedroom property in Wrexham to show his support for those escaping the Russia-Ukraine war. After taking to social media to offer to sponsor refugees he was linked up with a family of four who fled their home in Ukraine two weeks ago. Maria and her boys aged 10 12 and 14 hope to move in by 10 April if their visas are confirmed on time. Now the community are doing all they can to get the house ready for their arrival. LIVE: Alleged strike on Russian fuel depot hurts peace talks - Kremlin How to deal with anxiety around the Ukraine crisis Wrexham shortlisted for UK City of Culture 2025 IMAGE SOURCE JAMIE HUGHES Image caption Jamie Hughes is the most kind-hearted man says family friend Julie Simkins Mr Hughes who started a telecoms company at 21 said he had decided to do what he could to help because it was absolutely devastating watching millions of people fleeing - the bombs going off. His first thought was to convert an annex in his own home with a view to offer the space to a refugee family. But he said it would have taken about two years been too cramped and lacking in privacy. So he said he went to look at some empty properties and I made an offer and bought one. Couldnt believe it Mr Hughes found fantastic Renatta a woman who has already helped house 53 refugees when he took to Facebook offering to sponsor a refugee family. She put the property owner in contact with Maria who was forced to flee Ukraine after bombs started going off 10 miles from her house. IMAGE SOURCE REUTERS Image caption The family told Mr Hughes cruise missiles were flying just miles from their home Maria said she couldn\t believe it and told Mr Hughes he was so kind. She also told him you\ve done enough when he offered money to help with her escape out of the country. Ten thousand in Wales offer homes to refugees Currently Maria and her sons are still in western Ukraine but are making their way to a refugee camp in Poland. From there they can register for papers to become refugees and get to the UK. IMAGE SOURCE RIGHTMOVE Image caption Julie Simkins say they now have enough donations to furnish the property Theyll be made a fuss of Family friend Julie Simkins has been helping organise the efforts to get the house ready through a Facebook group called Wrexham and Ukraine United. She said the community had been absolutely incredible adding: They\ve been rallying round to help with donations and are ready to embrace her and the boys. She said thanks to the sofas beds washing machines and fridge freezers that have been gifted we\re pretty much good to go with furnishing the entire house now. Mr Hughes said Maria who worked in anaesthetics at a Ukrainian hospital will be put in touch with people at the local hospital with the hope of finding her a job. She will also be enrolling in an intensive English course on her arrival in the UK. The boys who are football lovers have something else to look forward to upon their arrival in the town. After contacting Wrexham AFC Mr Hughes said they have pledged to make a fuss of them kit them out - make them feel welcome and a part of the community.]

Ukraine: Russia praises India for not judging war in 'one-sided way',India has offered support to Russia over Ukraine but is under pressure from other countries.,Ukraine: Russia praises India for not judging war in one-sided way Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE EPA Image caption Sergei Lavrov (L) met S Jaishankar in Delhi Russia has praised India for not judging the conflict in Ukraine in a one-sided way as foreign ministers from both countries met in Delhi. India has not joined the widespread condemnation of Russias invasion and is a major buyer of Russian arms. But it faces a diplomatic balancing act and is under pressure from Western countries to help rein in Russia. Following the talks India said it favoured peaceful resolutions of conflicts but did not criticise Russia. India which is a nuclear power has a long history of pursuing a non-aligned strategy in international politics not tying itself to the interests of other superpowers or political blocs. Russia\s Foreign Minister Sergei Lavrov - who also met Indian\s Prime Minister Narendra Modi - spoke of the friendship between the two nations in his statement. These days our Western colleagues would like to reduce any meaningful international issue to the crisis in Ukraine he said. We] appreciate that India is taking this situation in the entirety of facts not just in a one-sided way. Russia has justified invading Ukraine as a means to demilitarise and de-Nazify its neighbour an argument widely dismissed by the West as a baseless pretext for invasion. Mr Lavrov\s Indian counterpart S Jaishankar emphasised the importance of cessation of violence and ending hostilities. Differences and disputes should be resolved through dialogue and diplomacy and by respect for international law the] UN Charter sovereignty and territorial integrity of states India\s foreign ministry said. War in Ukraine: More coverage LIVE: Latest updates from Ukraine WAR CRIMES: Gruesome evidence on road to Kyiv YOUR QUESTIONS: Could Ukraine win the war? FUEL: Could the world cope without Russian oil? READ MORE: Full coverage of the crisis India needs Russian military hardware as deterrence against China with which it was involved in a deadly border clash with in 2020. China too has stopped short of condemning Russias actions in Ukraine. The US chief sanctions strategist Daleep Singh alluded to Russia-China ties when he warned India that Russia would not be a reliable ally ahead of the foreign ministers meeting. Russia is going to be the junior partner in this relationship with China. And the more leverage that China gains over Russia the less favourable that is for India he said. India stepped up purchases of Russia oil after prices slumped in the wake of Western sanctions. On Thursday UK Foreign Secretary Liz Truss said she respected India\s decision to continue to buy oil but also urged like-minded nations to co-operate more closely on defence trade and energy and food security. In recent weeks theres been a conveyor belt of visiting dignitaries and diplomats whove come to India from the UK US China Japan Germany Austria Mexico Nepal and Greece. It seems as if every nation wants to get India on side - but India is resolutely staying neutral. Delhi prides itself on its independent foreign policy yet its ties with Russia run deep and are also practical - it buys the vast majority of its weapons from Moscow. The visit by Russias Foreign Minister Sergei Lavrov was a clear signal that India still sees Russia as an ally even if many world leaders view it as an aggressor. Prime Minister Modi even took time to meet Sergei Lavrov himself - contrast that to British Foreign Secretary Liz Truss and Chinas Foreign Minister Wang Yi both recent visitors who didnt get an audience. Indias relationship with Russia and its diplomatic balancing act could turn it into an unexpected broker. Sergei Lavrov said Moscow was open to India mediating in the crisis while a statement from Prime Minister Modis office said hed conveyed Indias readiness to contribute in any way to the peace efforts.]

Why Russia is trying to encircle Ukraine's east,"Russia has shifted most of the focus of its war to eastern Ukraine, aiming to ""liberate"" the region.",Why Russia is trying to encircle Ukraines east By Paul Kirby BBC News Published 1 day ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Russian troops now control large areas of the east but Ukraine has vowed to fight for every last metre Russia has shifted most of the focus of its war to eastern Ukraine after a series of setbacks especially around the capital Kyiv. This push into the area known as Donbas could signal a more prolonged conflict says the US. What would Vladimir Putin need before he could claim his goal of liberating Ukraine\s old industrial heart and is that possible? Russian forces have already triggered a humanitarian catastrophe in the east reducing Mariupol to ruins but they have failed to inflict defeat on Ukraine\s military. Warning of a new onslaught on the east President Volodymyr Zelensky vowed: We will fight for every metre of our land. Ukraine had already stationed its best-trained forces in the east because of an eight-year war with Russian-backed separatists. They are thought to have suffered heavy losses but are still a significant challenge to Russias invading army. What is Ukraines Donbas? When President Putin talks of Donbas he is referring to Ukraines old coal and steel-producing area. But he really means the entirety of two big eastern regions Luhansk and Donetsk which run from outside Mariupol in the south all the way to the northern border. The key is that it has been identified by the Kremlin as a Russian-speaking part of Ukraine that is more Russia than Ukraine says Sam Cranny-Evans of the Royal United Services Institute. These areas may be broadly Russian-speaking but they are no longer pro-Russian. Mariupol was one of the most pro-Russian cities in Ukraine and to level it is beyond my comprehension says defence specialist Konrad Muzyka head of Rochan Consulting. Last week Russia claimed to have taken control of 93% of Luhansk region and 54% of Donetsk. Russian forces are trying to encircle Ukraines army in the east. They have taken control of Izyum - a strategic town on the road between Ukraines second city Kharkiv and the separatist areas - and have bombarded a succession of Luhansk towns including Rubizhne Lysychansk Popasna and Severodonetsk destroying blocks of flats and killing civilians in their homes. The towns that are now in Russian sights have already experienced years of war since 2014 and barely a day goes by now without a deadly attack. Civilians are being moved out ahead of the Russian advance. Local leader Serhiy Haidai said 20 children were led to safety from the basement of a kindergarten in Lysychansk on Thursday and some 200 civilians climbed on to buses in Severodonetsk. IMAGE SOURCE SERHIY HAIDAI/LUHANSK OVA Image caption More than 200 people were evacuated from Severodonetsk on Thursday They were leaving for western Ukraine with nothing said Mr Haidai but they were alive. Maryna Agafonova 27 fled her family\s home in Lysychansk earlier this week. At the start of the war she said Russian forces had targeted the outskirts of the town but had lately hit the centre. They attacked hospitals and residential buildings. There is no heating and no electricity. My parents are still there. Ukrainian forces were still holding out there in numbers she told the BBC: They don\t let the Russians occupy it. Russias next aim will be to push south to encircle Slovyansk a city of 125000 people that already experienced war at close hand when it was seized by Russian-backed forces in 2014 before being recaptured. War in Ukraine: More coverage LIVE: Latest updates from Ukraine WAR CRIMES: Gruesome evidence on road to Kyiv YOUR QUESTIONS: Could Ukraine win the war? FUEL: Could the world cope without Russian oil? READ MORE: Full coverage of the crisis Why Putin wants to control Donbas The Russian leader has repeatedly made the unfounded accusation that Ukraine has carried out genocide in the east. When the war began two-thirds of the eastern regions were in Ukrainian hands. The rest was run by separatists who created Russian-backed statelets during a war that began eight years ago. If Russia were to conquer both big regions then the next step could be to annexe them too just like it did with Crimea in 2014. Before invading Ukraine President Putin recognised the entirety of the two eastern regions as independent of Ukraine. The Russian puppet leader in Luhansk has already spoken of a referendum in the near future although the idea of even a sham vote taking place in a war zone seems absurd. Scary existence in separatist Luhansk Life under the control of Russian-backed separatists is quieter although separatist authorities have accused Ukrainian forces of shelling residential buildings and killing civilians. Officials in the Donetsk statelet say 72 civilians have died since mid-February. One woman in Luhansk told the BBC on condition of anonymity that she had seen a lot of Russian military armour in the city and the atmosphere now was one of fear and caution. I\m scared - it\s just scary she said. Men of military age were required to join the local militia so anyone who avoided the draft was in hiding she explained. They\re mobilising men] on the streets catching them. There are no men in the shops in town on the streets. As a result all male-dominated businesses are shut she said. We\re already Russia although just informally. Everyone has a Russian passport. Will Ukraines forces hold out? At the start of the war the 10 brigades that made up the Joint Forces Operation (JFO) in the east were regarded as the best-equipped and best-trained soldiers that Ukraine has. We don\t really know the strength of Ukrainian forces now said Sam Cranny-Evans of Rusi who believes their numbers will have been boosted by volunteers in recent weeks. Russian forces have already sustained high losses after more than five weeks of conflict and morale is thought to be low. They are made up of men enlisted from the local separatist areas as well as the broader Russian army. However they have seized a considerable part of the south-east and will hope to control the entire stretch of coastal territory from Crimea to the Russian border. The main goal for the Ukrainians is to incur as big losses on the Russian side as possible and the Ukrainians are using asymmetric tactics to avoid big battles says Konrad Muzyka. One man called Mykyta who managed to flee the Russian bombardment of Mariupol said he was confident the Ukrainian army would succeed in fighting back. Some day they will return our cities the Azov battalion will not surrender Mariupol he told the BBC. The Ukrainian army is very cunning I didn\t see them in my city but I heard them they are very good at disguise.]

Ukraine war: Polish doctor saves family's sight after bombing,The mother of five-year-old twin boys describes how she tried to protect as their house was bombed.,Ukraine war: Polish doctor saves familys sight after bombing By Kasia Madera BBC News Lublin Poland Published 1 hour ago Share Related Topics Russia-Ukraine war I went into the kitchen and saw a bomb coming towards my window. It was all so quick I didn\t know what was happening. I just saw it flying towards me. It was the morning of 11 March in the eastern Ukrainian region of Dnipropetrovsk Oblast when a bomb crashed into Olena Selichzianowas home - and her family. Speaking in Russian the mother of five-year-old twin boys Nazar and Timur describes how she fell to her knees pulling her sons beneath her to protect them from the pieces of shrapnel. After the bombs impact she recalls nothing. All three were blinded by the flying fragments that cut into their arms and faces. Their skin was badly burned a small shard of glass embedded itself in one of Olenas eyes and her leg was broken. Image caption Nazar and Timur have had several surgeries to try to save their sight The family were pulled from the wreckage and taken to a nearby hospital but their wounds were so serious they had to be moved quickly. In Lviv eye specialist Dr Nataliya Preys was made aware of this familys injuries. Dr Preys sent images of the wounds to her former teacher in Poland Professor Robert Rejdak at the Medical University of Lublin. He knew the three needed to be treated immediately. But the fighting in Ukraine meant it would take a week for Olena Nazar and Timur to reach Poland. A little bit of a miracle They have come from hell Professor Rejdak told us. The mum was completely blind she could only reach out to touch her children. The children were so hungry and tired when they first arrived that they only ate slept and cried. He is visibly moved as he recounts their first meeting. Then his expertise as a leading surgeon at one of Europes largest eye hospitals takes over. We decided to operate on mum. I performed bilateral cataract surgery. The surgery was really complicated because of the wounds because of a piece of glass inside one eye. Fortunately the surgery went really perfectly and Olena sees almost fully two days after. The healing process is perfect so I hope it will be even better - but at least now she can see her boys and look around. A journey out of Ukraine in real time Familys bid to reach safety ends in tragedy The little boys journey to health will take longer. Nazar has lost his eye. Professor Rejdaks team performed retina surgery and is now planning further cataract surgery. The twins also have really massive ocular trauma he says. We are hoping the vision will be good but they need longer treatment. If Olena and her boys had reached Lublin just a few days later the consequences would have been stark. They would be blind because it was the last moment to start the treatment it already took seven days from the accident and in ocular trauma time is crucial. When asked if it was a miracle to be able to save their sight Professor Rejdak says a little bit. Jumpy and struggling to sleep Back on the ward the little boys are playing. Although it is Nazar who has lost his eye he seems more protective over his brother Timur who is a little shyer and more withdrawn. A psychologist is helping them giving them tablets so they can sleep explains Olena. They are feeling better and have had many operations. But they saw the bomb fall on them. They are a little calmer but they are jumpy and they struggle to sleep. Before the war Olena was a cook at the local school. Once her family have healed would she want to go back? No she answers quickly. Everyone has been so kind here I want to stay. Also my home has been destroyed there is nothing left. Professor Rejdak is among those helping to find somewhere for this family to live. Once Olena has recovered and only when she is ready the hope is she that she will find a job. This is not the only family that needs help. Professor Rejdak is providing virtual consultations with his colleagues in Ukraine. Thanks to his teaching work he has a network of specialists. He works closely with his former pupil Dr Preys and advises who should be evacuated to receive surgery in Lublin. Image caption Professsor Rejdak is preparing for more people arriving from Ukraine If evacuation is not possible then he gives advice on how doctors in Lviv should proceed with treatment. He firmly believes virtual medicine is key to helping the victims of this war. Medical supplies and donations are also being sent to Ukraine by a team of people brought together under the umbrella of the Medical University of Lublin. The work is endless as more and more people are injured in the fighting. Professor Rejdak and his team will be operating on the twins again in the coming days but they are also preparing for new arrivals who will be coming to the hospital from Ukraine. Additional reporting by Rebecca Hartmann and Paul Cooper War in Ukraine: More coverage LIVE: Latest updates from Ukraine A FAMILY LOST: Father grieves couple killed outside Kyiv BUCHA: Street strewn with burned tanks and corpses RUSSIA: The heavy losses of a regiment in Ukraine READ MORE: Full coverage of the crisis]

"Ukraine: UK visa process dehumanising, says relative",A woman helping her family to the UK criticises the bureacracy involved in the Ukraine Family Scheme.,Ukraine: UK visa process dehumanising says relative Published 1 day ago Share IMAGE SOURCE PA MEDIA Image caption Emily Radford is helping the cousin of her Ukrainian wife come to the UK The British wife of a Ukrainian woman has said the visa process for family members fleeing the war is dehumanising. Emily Radford said her partner a British citizen had gone to Poland to bring her cousins family to Sheffield. But she said the three-week visa process had been insane and needlessly bureacratic. The government said it had streamlined the scheme but security checks were vital. Under the Ukraine Family Scheme those fleeing the war are eligible for a UK visa if they are joining a family member based in the country. Ms Radford 39 has been helping the group - which includes four children aged 17. 12 eight and four with the application from home. Gruesome evidence points to war crimes on road to Kyiv How do Russians get news about the war in Ukraine? Could Ukraine win the war? And other questions After a long wait their visas were approved on Wednesday but Ms Radford was critical of the process. She was particularly upset that child applicants had to answer questions about terrorist affiliations and military history. They\ve treated what are primarily women and children as threats first rather than people to help she said. That\s not to say that if it was men it would be different - maybe it would maybe it wouldn\t. But it\s women and kids... I had to answer for a four-year-old: \Are you a terrorist? Have you ever been in the armed forces?\ Why are you asking those questions? It should literally just be: \Are you a child? Who is your mum? OK we\ll sort you out when you\re here and we can have questions with you then if we need to.\ IMAGE SOURCE PA MEDIA Image caption The 39-year-old hoped the family would fly to the UK on Friday Ms Radford said her wife whose name she asked to be withheld found the British visa application difficult. She said that the Polish people have been wonderful but as soon as she interacted with British bureaucracy she felt terrible which is really hard for me to hear as a British person Ms Radford said. She hopes her Ukrainian relatives will be able to fly to the UK on later to join she and her wife in Sheffield. A government spokesperson said: We are moving as quickly as possible to ensure that those fleeing Ukraine can find safety in the UK through the Ukraine Family Scheme and Homes for Ukraine. We continue to speed up visa processing across both schemes with 25500 visas issued in the last three weeks alone and thousands more expected to come through these uncapped routes. While we have streamlined the process simplified our forms and boosted case worker numbers vital security checks are needed to protect our borders and the British people from hostile state actors from Russia who would cynically take advantage of the support we are rightly providing to people fleeing Ukraine. Follow BBC Yorkshire on Facebook Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk.]

