title,summary,contents
Ukraine war: Dozens of Russian diplomats expelled by four EU nations,"More than 40 diplomats are told to leave by Belgium, the Netherlands, Ireland and the Czech Republic.",Ukraine war: Dozens of Russian diplomats expelled by four EU nations Published 4 days ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Belgian Foreign Minister Sophie Wilmès told MPs that 21 Russian diplomats will be expelled In a co-ordinated move four EU countries are expelling more than 40 Russian diplomats suspected of spying. Ireland Belgium the Netherlands and the Czech Republic issued expulsion orders to a total of 43 embassy staffers on Tuesday afternoon. The move follows similar actions taken by other EU members including Poland in the past week. Belgian Foreign Minister Sophie Wilmès told MPs that the expulsions were related to our national security. Speaking to parliament Ms Wilmès said that 21 members of staff at the Russian embassy in Brussels and at the consulate in Antwerp had been asked to leave the country giving them two weeks to depart. She added that the move was made in conjunction with Belgium\s neighbour the Netherlands whose foreign ministry said it was expelling 17 Russian diplomats it considered to be secretly active as intelligence officers. Irelands Taoiseach (Prime Minister) Micheál Martin told MPs that his government had expelled four Russian diplomats after receiving security advice from its intelligence officials. Mr Martin said the officials had been asked to leave the state because their activities are not in accordance with the international standards of diplomatic behaviour. Russia\s embassy in Dublin said it rejected the groundless decision adding that it would deteriorate further Russian-Irish relations. Meanwhile a Czech official told the AFP news agency that the diplomat expelled from Prague was Russias deputy ambassador. Together with our Allies we are reducing the Russian intelligence presence in the EU the Czech foreign ministry tweeted. On Wednesday Poland expelled 45 accredited diplomats for engaging in suspected espionage in the country. Polish Interior Minister Mariusz Kaminski wrote on Twitter that Polish intelligence officials were dismantling the Russian special services network in our country. And earlier this month Bulgaria Lithuania Latvia and Estonia expelled a total of 20 Russian embassy staffers in connection with activities contrary to their diplomatic status. Russia has tended to respond to such decisions with reciprocal moves and earlier today announced the expulsion of 10 diplomats from Estonia Latvia and Lithuania. Related Topics Russia-Ukraine war Republic of Ireland Spying Russia Czech Republic Ukraine Belgium]
EU Referendum Campaign Broadcasts,Referendum campaign broadcasts for the referendum on the UK's membership of the EU,Unknown
EU Referendum Campaign Broadcasts - Nations,Referendum campaign broadcasts for the referendum on the UK's membership of the EU.,Unknown
EU Referendum - Lord Owen,Lord Owen makes a speech in support of the campaign for the UK to leave the EU.,Unknown
EU Referendum - Iain Duncan Smith,"Iain Duncan Smith's speech arguing for the UK to leave the EU, from Tuesday 10 May.",Unknown
EU Referendum - Gordon Brown,"Gordon Brown's speech arguing for the UK to remain in the EU, from Wednesday 11 May.",Unknown
EU Referendum - Boris Johnson,"Johnson's speech on the 'liberal cosmopolitan' case for leaving the EU, from Monday 9 May.",Unknown
EU signs US gas deal to curb reliance on Russia,The liquefied natural gas deal with US is part of EU attempts to reduce reliance on Russian energy.,EU signs US gas deal to curb reliance on Russia Published 25 March comments Comments Share IMAGE SOURCE GETTY IMAGES The US and the EU have announced a major deal on liquified natural gas in an attempt to reduce Europes reliance on Russian energy. The agreement will see the US provide the EU with extra gas equivalent to around 10% of the gas it currently gets from Russia by the end of the year. The bloc has already said it will cut Russian gas use in response to Russias invasion of Ukraine. Russia currently supplies about 40% of the EUs gas needs. The new deal will involve the US and other countries supplying an extra 15 billion cubic metres of gas on top of last years 22 billion cubic metres. The new total will represent around 24% of the gas currently imported from Russia. The eventual aim is for the US and international partners to provide about 50 billion cubic metres per year to the EU. Cutting reliance on Russia will mean generating more renewable energy and improving energy efficiency as well as increasing imports. Ukraine war: How reliant is the world on Russia for oil and gas? Why are gas bills so high and whats the energy price cap? The deal was announced on Friday during a three-day visit by US President Joe Biden to Brussels. Mr Biden and European Commission President Ursula von der Leyen discussed Russias invasion of Ukraine and offered fresh support to Kyiv. Putin is using Russia\s energy resources to coerce and manipulate its neighbours Mr Biden told reporters in Brussels. He\s used the profits to drive his war machine. He said the long term benefits of the deal would outweigh the short term pain that reducing Russian gas supplies would cause. I know that eliminating Russian gas will have costs for Europe but it\s not only the right thing to do from a moral standpoint it\s going to put us on a much stronger strategic footing. President von der Leyen said: We want as Europeans to diversify away from Russia towards suppliers that we trust that are friends and that are reliable. She pointed out that the target 50 billion cubic metres per year is replacing one-third already of the Russian gas going to Europe today. So we are right on track now to diversify away from Russian gas. The EU gets 40% of its gas from Russia. If its to wean itself off that dependency it needs to get its energy elsewhere. The question is where from? Gas is already piped from Norway - but those pipelines are already operating at maximum capacity. The EU gets relatively little from the North Sea. New supplies will have to come from further afield in the form of LNG - gas thats been chilled and liquified. But theres already intense competition for LNG supplies from countries such as Algeria and Qatar and thats been pushing up prices. The 50 billion cubic metres of gas a year from the US - more than double the current quantity - would certainly be welcome. But it still wouldnt fill the gap if Russian supplies were removed. There are also question marks over how much gas the US can supply how quickly it can increase exports to the EU - and how much those shipments will cost. The EU has been enjoying cheap gas for many years - but now it seems to have accepted that era is coming to an end. Russias war with Ukraine has helped push energy prices to record highs. Energy prices were already rising before the invasion as economies started to recover from the Covid crisis. The Ukraine invasion prompted the EU to pledge to cut Russian gas use by two-thirds this year by hiking imports from other countries and boosting renewable energy. The White House said that greater energy efficiency can be immediately achieved through increasing the use of smart thermostats and heat pumps. The EU said that reductions through energy savings in homes can replace 15.5 billion cubic metres this year and that accelerating wind and solar deployment can replace 20 billion cubic metres. The EUs goal is to save 170 billion cubic metres by 2030 through energy efficiency and by using renewable energy. That 170 billion on top of the planned 50 billion of additional gas from the US and other countries means Europes reliance on Russian gas could be replaced by 2030. Russia sanctions In response to Russias invasion of Ukraine the US is banning all Russian oil and gas imports and the UK will phase out Russian oil imports by the end of 2022. The EU has said it will switch to alternative supplies and make Europe independent from Russian energy well before 2030. Germany has put on hold permission for the Nord Stream 2 gas pipeline from Russia to open. Meanwhile in the UK petrol prices have hit record highs as oil and gas costs soar. Oil jumped to $139 a barrel at one point earlier this month the highest level for almost 14 years while wholesale gas prices for next-day delivery more than doubled.]
Britain's EU Referendum Vote Seminar,"A seminar with a host of academics in Europe House, London, from Thursday 30 June.",Unknown
EU Referendum Debate - NI Decides,Stephen Nolan chairs a debate between campaigners on both sides of the European referendum,Unknown
The BBC Wales EU Referendum Debate with Bethan Rhys Roberts,Leading figures from the two campaigns face questions from a studio audience.,Unknown
Britain's Vote In The EU Referendum,"Recorded coverage of the seminar on 'Britain's European Vote', from Thursday 30 June.",Unknown
Live EU News Conference,European Union news conference with Jean-Claude Juncker and Donald Tusk.,Unknown
EU Elections 2019,Ros Atkins is live in Brussels as the votes are counted in the European Elections.,Unknown
Scottish Greens EU Manifesto Launch,The launch of the Scottish Greens' manifesto for the European Parliament elections.,Unknown
Scottish Conservatives EU Campaign Launch,Launch of the Scottish Conservative and Unionist Party campaign for the European elections,Unknown
Conservative Party EU Campaign Launch,The Conservative Party campaign launch for the European Parliament elections.,Unknown
SNP EU Manifesto Launch,The launch of the Scottish National Party manifesto for the European Parliament elections.,Unknown
Scottish Liberal Democrats EU Manifesto Launch,"Launch of the Scottish Liberal Democrats manifesto for the European Parliament elections,",Unknown
Britain and the EU: The Brexit Interviews,Andrew Neil speaks to prime minister Theresa May and other politicians about Brexit.,Unknown
EU News Conference,Coverage of European Union news conferences.,Unknown
EU Referendum - BCC Panel on Europe,Coverage of a panel on Britain and Europe from the BCC annual conference from Thurs 3 Mar.,Unknown
Live EU Commission President Debate,Live debate between candidates for the presidency of the European Commission.,Unknown
Developments in the EU Committee,"Recorded coverage of the Foreign Affairs select committee session on recent developments in the European Union, from Wednesday 10 October.",Unknown
Global News Podcast: The US and EU agree a major gas deal,The US aims to ship enough liquified natural gas to replace its supplies from Russia,Unknown
HARDtalk: Mairead McGuinness - EU Commissioner for Financial Services,Stephen Sackur speaks to the EU Commissioner for Financial Services Mairead McGuinness.,Unknown
UK minister seeks talks on scheme replacing EU aid fund,Neil O'Brien speaks after Welsh ministers complained of not being involved in plans for the fund.,UK minister seeks talks on scheme replacing EU aid fund By Felicity Evans Political editor Wales Published 23 March Share Related Topics Brexit IMAGE SOURCE GETTY IMAGES Image caption The A465 near Ebbw Vale was part funded by EU financial aid A UK minister says he has been seeking a meeting with the Welsh economy minister about a new fund to replace EU aid for Wales poorest areas. Minister for Levelling Up Neil O\Brien said he wanted to talk to Vaughan Gething but Welsh ministers were still mulling the offer of a meeting. Welsh ministers have criticised the UK government for not involving them in plans for the Shared Prosperity Fund. Welsh ministers said agreement can be reached based on joint decision making. What does levelling up mean for Wales? Wales to get £46m of EU funds replacement pilot Ministers in Cardiff have also complained that the fund leaves Wales worse off than under the original EU scheme. The details of how the new fund will work have yet to be announced. Mr O\Brien told a committee of Welsh MPs on Wednesday: I am keen to talk about it with my equivalent Vaughan Gething in Wales but at the moment I think they are still deciding if they want to engage in that way. Addressing the Welsh Affairs Committee he said he wanted the Welsh government to be involved in shaping the scheme but they are mulling how they want to play this. We are in the process of talking to Welsh local authorities and other stakeholders he said. I am keen to meet with and work with the Welsh government. Money in local leaders hands Mr OBrien said officials of the two governments were meeting regularly and Levelling Up Secretary Michael Gove had met the first ministers of Wales and Scotland before Christmas. We are very open to the Welsh government shaping all the different dimensions of this fund he said. But he also added that UK ministers want local authorities to decide how to spend the money. The one thing we would be keen on and I think this is probably the thing that is making them wonder about whether to meet is that we really want to allocate the funding fully out to local regions within Wales. We\d like to put the money in the hands of local leaders. How has the Welsh government responded? A Welsh government spokesperson said: Welsh ministers have been clear in meetings and in public that an agreement can be reached on the basis of joint decision making. A credible agreement that works for jobs and communities in Wales must go beyond consultation and include a joint approach to the design and delivery of programmes and projects. Officials from both governments are in ongoing dialogue on these issues and Welsh ministers look forward to meeting with UK ministers to discuss their response to our offer of a way forward. Related Topics Neil OBrien UK government Welsh government Wales economy Brexit Vaughan Gething]
Brexit: 'More needed to explain impact of EU law on NI',A Lords committee warns more information is required on how legal updates will affect Northern Ireland.,Brexit: More needed to explain impact of EU law on NI By John Campbell BBC News NI Economics & Business Editor Published 22 March comments Comments Share Related Topics Brexit IMAGE SOURCE GETTY IMAGES/PAUL FAITH Image caption The protocol led to inspections at ports on certain goods imported into Northern Ireland from Great Britain The UK and EU need to do more to explain how updates to EU law could impact Northern Ireland a House of Lords committee has warned. A significant amount of EU law continues to apply in NI under the terms of the Protocol. That body of law is subject to constant technical update and revision. The Lords sub-committee on the protocol says far too much government documentation inadequately explains the implications of EU legislation for NI. The protocol is the Brexit deal that prevents a hard Irish border by keeping Northern Ireland inside the EUs single market for goods. That means many EU laws on product standards customs VAT and state aid continue to apply in Northern Ireland. If the EU is bringing forward entirely new laws which will affect Northern Ireland there is a formal consultation process with the UK government through the oversight body known as the Joint Committee. However if the EU is amending or replacing existing laws they automatically apply in Northern Ireland - what is known as dynamic regulatory alignment. In those cases the scrutiny process is based on the UK government producing explanatory memoranda (EM). Extremely poor The Lords sub-committee uses these EMs to decide which issues need detailed analysis. It says these EMs are of inconsistent quality describing some as extremely poor. It praises the Department for Environment Food and Rural Affairs (Defra) for the quality of its submissions. However it adds: Too many documents from other departments do not contain sufficient information about the implications of EU legislation for Northern Ireland. The committee suggests the ongoing negotiations on the protocol are being used as an excuse to provide minimal information. Notwithstanding the ongoing discussions... the government has an obligation in the meantime to set out the full implications of EU legislation applying to Northern Ireland under the protocol as it currently operates it says. What is the Northern Ireland Protocol? UK and Irish prime ministers discuss protocol What is Article 16 of the Northern Ireland Protocol? The committee also tackles the wider issue of the protocol\s democratic deficit. That refers to the fact that the EU laws which continue to apply in Northern Ireland are not subject to any consent from parliamentarians either at Westminster or Stormont. In October the EU published proposals aimed at enhancing consultation with Northern Ireland business and civic groups. It also said it is planning a website showing EU legislation applicable to Northern Ireland which could include information on pending public consultations for relevant measures. Particular needs The committee says these measures are welcome as far as they go but the EU needs to do more. It suggests a number of ideas such as providing a means for the Northern Ireland Assembly to express a collective view or decision on EU legislation. IMAGE SOURCE PETER DAZELEY/GETTY Image caption If the EU is amending or replacing existing laws they automatically apply in Northern Ireland That could take the form of pre-legislative consultation or a Legislative Consent Mechanism - a non-binding Stormont vote. The EU is likely to be resistant to measures which would give Stormont greater rights than EEA countries - they are non-EU single market participants like Norway. However the committee\s chairman Lord Jay of Ewelme told the BBC that Northern Ireland\s situation was not comparable with the EEA and there does need to be something which takes account of the particular needs of Northern Ireland at a very sensitive time.]
Morlais tidal project on Anglesey gets £31m EU funding,The sum is likely to be the last large grant from the EU's regional funding programme.,Morlais tidal project on Anglesey gets £31m EU funding Published 22 March Share IMAGE SOURCE BLEDDYN JONES-PEARSON Image caption The Morlais scheme in Anglesey aims to develop tidal power generation technologies A major tidal project off Anglesey will benefit from £31m of funding in what is likely to be the last large grant from the EUs regional funding programme. Wales Climate Change Minister Julie James confirmed the funding would be given to Menter Môn for the Morlais infrastructure project. The project aims to develop tidal power generation technologies by providing grid connectivity. It is also expected to create jobs and boost skills in the area. Action on green energy needed now says trade body Power project could be devastating for seabirds No better time to seek investors says deal boss The Morlais project would see a development on 35 sq km (13 sq miles) of seabed generating up to 240MW of electricity from the power of the tides in the Irish Sea. It would make it one of the largest tidal stream energy sites in the world. But environmentalists have warned the plans could have a devastating impact on seabird populations. The Crown Estate will invest a further £1.2m in the Morlais project to support the delivery of its environmental monitoring and mitigation package. IMAGE SOURCE GETTY IMAGES Image caption There are concerns about the impact of the project on local wildlife Ms James said the project is an opportunity for the industry to establish clean resilient and ethical power as a significant part of the global energy system. North Wales minister Lesley Griffiths added: Anglesey and north Wales as a whole are very well placed to play a key role in innovative low carbon energy generation which benefits local communities. Not only will the project be a boost to future low carbon energy production but will also generate jobs and skills in the area. Unlocking the tidal stream sector Wales economy minister Vaughan Gething said there have been considerable opportunities for the marine energy sector through European structural fund programmes. There is no doubt EU funds have been essential in supporting businesses to exploit the great potential of Wales\ wave and tidal resources with a significant investment of £105m in marine energy projects in Wales he said. The Morlais infrastructure project is key to unlocking the development of the tidal stream sector in north Wales bringing a number of economic benefits to the region. With the construction and testing of devices and preparation of infrastructure the project will attract further sector investment enabling the supply chain to grow and with it create higher-skilled jobs.]
"HARDtalk: Kadri Simson, EU Commissioner for Energy",Stephen Sackur is in Brussels to speak to the EU commissioner for energy Kadri Simson.,Unknown
Creag nam Buthaidean/Puffin Rock: Series 2: Mossy Eu-comasach,Oona finds herself in great difficulty as she gets tangled up in ocean debris.,Unknown
Facebook fined €17m for breaching EU data privacy laws,Facebook parent company Meta is fined €17m by the Irish Data Protection Commission.,]
World Business Report: EU introduces new Russia sanctions,The European Union has brought in new sanctions on Russia over its invasion of Ukraine.,Unknown
Emotions high as EU leaders face up to Putin's war,"After tumultuous years, the EU seems to have fresh purpose - has Russia prompted a Brussels rebirth?",Emotions high as EU leaders face up to Putins war Katya Adler Europe editor @BBCkatyaadler on Twitter Published 10 March Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption EU leaders meeting on Thursday in Versailles focused on rethinking defence in Europe and how to move away from Russian energy The opulent Palace of Versailles was designed by the kings of France to impress the outside world yet by the time of the French Revolution it had turned into a glaring symbol of royal failure. Now EU leaders who are here for a two-day summit hope to project an image of unity in the face of Russian aggression in Ukraine. Thats easy when they discuss the big picture. But some details up for debate are clearly divisive amongst member states: such as energy prices impacted by the war EU common defence plans and the enlargement of the bloc to include Ukraine. Yet the bureaucratic often bickering behemoth that is the EU has already been transformed by the Russia-Ukraine crisis. Lets take a step back to get some perspective: Germany is re-booting its military after decades of squeamishness due to the countrys role in World War Two The EU has slapped unprecedented financial sanctions on Russia despite costs to European businesses The EUs Temporary Protection Directive has been used for the first time to help Ukrainian refugees work and live in the bloc- a divisive topic during the 2015 migrant crisis Brussels is buying and supplying weapons for the first time ever to a country at war The Energy Transition - so often put on a backburner by EU countries - promises to be a revolution with new plans to reduce heavy reliance on Russian gas EU outliers Poland and Hungary in Brussels bad books for years are back in the fold as a result of the current crisis Brussels cooperation and co-ordination with Nato and the US are smoother and closer than theyve been in a long time Is this a temporary blip or are we looking at a Brussels rebirth; an EU 2.0? The EU was already aware - certainly after the 2016 Brexit vote if not before - that it needed some serious self-improvement. The bloc was awarded the Nobel Peace Prize back in 2012 for over six decades contributing to the advancement of peace and reconciliation democracy and human rights in Europe. IMAGE SOURCE REUTERS Image caption EU member states have sent defensive weapons to Ukraine but face demands for greater support But in the eyes of many Europeans Brussels became seen as a home for neo-liberalism rather than liberalism. A promoter of trade deals prioritising big business and a maker of dirty migrant deals (with Turkey for example) to keep refugees from reaching EU shores. A bloc that along with many national governments was perceived as helping banks instead of families after the 2008 economic crisis. An entity decades after the Second World War that had lost its vision mission and recognition as a force for peace in Europe. Populism nationalism and illiberalism became familiar faces in European politics as voters looked for a better fit. EU countries fell out over migration eurozone reform and more. Conspiracy theories flourished as trust in Brussels and traditional politicians waned. Strongman leaders like Hungary\s Viktor Orban Turkey\s Recep Erdogan America\s Donald Trump and Russia\s Vladimir Putin were increasingly admired. Then in 2020 the Covid pandemic prompted a reset. After an unedifying start Brussels was perceived as working in the public interest. Member states seemed more united opinion polls were approving. The EUs Foreign Policy Chief Josep Borrell has appealed to EU leaders to display the same drive and resolve shown in face of Covid when dealing with the Russia-Ukraine crisis and resulting challenges. This war on European soil has refocused EU minds as to what the bloc could - or should - stand for. Vladimir Putins assault on Ukraine is also seen by the EU majority as a geopolitical attack on European security as a whole. EPA The war in Ukraine is an immense trauma a human political humanitarian drama and its undoubtedly an element thatll lead to completely redefining the architecture of our Europe Emmanuel Macron French President But this two-day informal summit could well expose cracks in this new-found EU unity. All EU leaders fret about rising energy costs and the impact back home of Russia sanctions and possible counter sanctions. But they disagree on what to do about it. Some call for an EU-wide solution - that is new funds from Brussels. Others like Germany and the Netherlands say no. Emmanuel Macron is the host of the summit since France currently holds the rotating EU presidency. Hes long been a champion of a stronger more independent Europe weaning itself off food technology and energy imports and building up its own defence force to work alongside Nato. But the prospect of a European Army (under French command) remains an unlikely prospect. Instead EU countries will discuss better co-ordination and the pooling of military resources... while likely arguing over which nations should win the best contracts. Getty Images There is a war in Europe. My wish is for the EU to unleash its strength and continue to act in unity to ensure peace in Europe has a good perspective. That is what is at stake now Olaf Scholz (R) German Chancellor As for migration. two million Ukrainians have already fled the country. Depending on how long the misery and violence continue many more could arrive in the EU. Diplomats Ive spoken to predict that funding housing and relocating millions across different member states could yet prove difficult longer term. Right now though the scenes of suffering and loss in Ukraine mean emotions are running high amongst EU leaders. Their debate over whether Ukraines application for EU membership can be fast-tracked as a symbol of solidarity looks to be the most heated Versailles Palace will witness this week. War in Ukraine: More coverage LIVE: Latest updates from on the ground GERMANY: Putins war prompts Scholzs dramatic U-turn OCCUPIED CITY: We are not co-operating RUSSIA MOTHERS: How do I get my soldier son back? EXPLAINED: Why Putin has invaded Ukraine? IN DEPTH: Full coverage of the conflict]
Climate change: EU unveils plan to end reliance on Russian gas,The EU Commission outlines an ambitious roadmap to cut imports of Russian gas by two thirds in a year.,Climate change: EU unveils plan to end reliance on Russian gas By Matt McGrath Environment correspondent Published 8 March Share Related Topics Russia-Ukraine war IMAGE SOURCE NATHAN STIRK As countries scramble to reduce their reliance on Russias oil and gas in the wake of its invasion of Ukraine few places are as exposed as the European Union. The EU gets roughly 40% of its gas from Russia: According to figures from research group Transport & Environment this dependence costs around $118m a day. But moving with a speed few thought possible the EU has now laid out a strategy that could cut reliance on this fuel source by two thirds within a year. The REPowerEU plan aims to make Europe independent of Russian fossil fuels by 2030 but the initial efforts focus solely on gas. The roadmap essentially proposes finding alternative supplies of gas in the next few months and boosting energy efficiency while doubling down on greener sources of power in the medium to longer term. It\s hard bloody hard said EU Commission vice president Frans Timmermans. But it\s possible if we\re willing to go further and faster than we\ve done before. IMAGE SOURCE GETTY IMAGES Image caption Part of the Yamal pipeline that brings gas from Russia to Europe The Commissions new proposals will make it a legal requirement for EU countries to ensure they have a minimum level of gas storage. The aim is to have gas stocks at 90% of capacity by the Autumn up from around 30% now. Discussions are ongoing with existing gas suppliers including Norway Algeria and Azerbaijan to boost flows. The plan envisages ending reliance on all Russian fossil fuels well before 2030. In the short term gas should be sourced from the US and Africa while some countries may need to use more coal in the months ahead. The EU also proposes a massive ramping up of renewables biogas and hydrogen. Unite against climate change - Ukraine scientist World warned of irreversible climate impacts While carbon emissions may rise in the short term the longer-term aim is a speedier transition to sustainable sources. Another key focus in the coming months will be increased imports of Liquefied Natural Gas (LNG) from suppliers including the US Qatar and Australia. But with Germany announcing plans for two new LNG terminals to increase supplies some experts are worried that this could increase longer term dependency on fossil fuels. I think we\re living in a tricky time that there\s so much political pressure to make these energy policy decisions said Prof Paula Kivimaa from the Finnish Environment Institute and the University of Sussex. But we also must look beyond the next couple of years. If Germany builds new LNG infrastructure there is a risk that it kind of locks it in for the foreseeable future. As well as diversifying gas supplies the Commission also believes the reliance on Russia will be eased as there are new renewable energy projects due to come online. The EU says that countries should look to use the revenues raised from the Emissions Trading Scheme which have almost doubled since 2020 to pay for these green energy sources. But in the next few months dirtier energy sources like coal may also be needed. There is some capacity from the power sector to generate more electricity with coal and biofuels and there\s also some new wind and solar products coming online said Carlos Torres Diaz head of gas and power markets research at analysts Rystad Energy. IMAGE SOURCE GETTY IMAGES Image caption Rooftop solar power could meet a quarter of EU electricity needs So this could be a way of reducing some of the gas consumption as the power sector is the largest consumer of gas. This could be done within this year. Frans Timmermans recognised that for some countries it might make sense to switch to coal in the short term but this could bring its own difficulties. Europe gets around 30% of its coal from Russia. Alternative supplies from countries like South Africa and Columbia are not easily obtained. Any switch to coal would also rapidly boost carbon emissions a trend thats already well underway. We\ve already seen the emissions from coal increase last year because of an increase of 18% in coal power generation said Carlos Torres Diaz. So if this continues during 2022 emissions will continue to rise because coal power generation has more or less twice as much emissions as gas generation. The Commission document also says that renewable energy projects must be fast tracked and says there is huge potential in domestic rooftop solar power. Up to a quarter of the blocs electricity consumption could be generated from panels on homes farms and commercial building the Commission says. To reduce reliance on natural gas from whatever source the Commission is also calling for a huge ramp up in biogas which is made from agricultural and food waste. With the extra investment in renewables this could also lead to a significant increase in green hydrogen which can be made from wind and solar power. The Commission is now calling for a quadrupling of hydrogen use by 2030. They would have gravitated towards green hydrogen over the next couple of decades up to 2050 that sort of timescale said Mike Foster Chief Executive of the UK trade body Energy and Utilities Alliance. IMAGE SOURCE GETTY IMAGES Image caption A German biogas plant which generates methane from animal and food waste Actually this crisis has brought it to a head and you\re probably going to get decisions made in the 2020s to bring it all forward at least 10 years. There may well be some dissenting voices when EU leaders meet in Versailles later this week. They will all recognise that all these proposed changes will not come cheap. Campaigners say that Europes governments must ensure the very poorest are protected. In parallel with introducing sanctions a huge package of support must be deployed to ensure that they do not deepen Europe\s ongoing energy poverty crisis and that no one has to choose between heating and eating said Mike Davis from Global Witness who are calling for a full oil and gas embargo on Russia. The need for everyone to be able to afford to heat their home must come before worries about economic growth. The Commission will be encouraging countries to use a toolbox of measures to protect consumers including windfall taxes on the profits of energy companies. But while the poorest may receive some protection in the short term there will be added pain on the price front. I don\t see a simple way for to shield the consumers from the costs that all of this transition will imply said Carlos Torres Diaz from Rystad. Follow Matt on Twitter @mattmcgrathbbc. Related Topics Russia-Ukraine war COP26 Climate change]
Aled Hughes: Esgidau wedi eu gwneud a Dant y Llew!,Esgidiau wedi eu gwneud a Dant y Llew; Podlediad Sain Deall; a William Goscombe John,Unknown
New Europe,"The state of Europe, with a focus on EU applicant countries",Unknown
Europe's Choice,Allan Little looks at key moments and issues that brought the EU to the current crisis,Unknown
